u: 135, v: 198, w: -4
u: 119, v: 194, w: 41
u: 94, v: 191, w: -3
u: 155, v: 19, w: 92
u: 151, v: 72, w: 69
u: 200, v: 46, w: 81
u: 24, v: 121, w: 28
u: 100, v: 187, w: 27
u: 5, v: 193, w: 69
u: 10, v: 13, w: 88
u: 73, v: 28, w: 80
u: 75, v: 199, w: 18
u: 103, v: 65, w: -4
u: 45, v: 167, w: -5
u: 186, v: 141, w: -3
u: 145, v: 35, w: 40
u: 150, v: 184, w: 33
u: 122, v: 75, w: -3
u: 17, v: 112, w: 25
u: 19, v: 121, w: -1
u: 28, v: 146, w: 0
u: 116, v: 107, w: -1
u: 75, v: 104, w: -5
u: 92, v: 46, w: 75
u: 188, v: 183, w: 60
u: 137, v: 124, w: -3
u: 67, v: 198, w: 86
u: 190, v: 73, w: -3
u: 55, v: 178, w: 30
u: 166, v: 102, w: -4
u: 140, v: 104, w: 70
u: 27, v: 155, w: -3
u: 18, v: 27, w: 0
u: 69, v: 98, w: 31
u: 133, v: 65, w: -4
u: 86, v: 27, w: -4
u: 133, v: 90, w: 35
u: 84, v: 43, w: -5
u: 110, v: 135, w: 44
u: 16, v: 157, w: -4
u: 165, v: 8, w: 21
u: 25, v: 144, w: -5
u: 199, v: 137, w: -1
u: 146, v: 176, w: 0
u: 136, v: 131, w: 13
u: 37, v: 151, w: -3
u: 133, v: 5, w: -2
u: 175, v: 73, w: 96
u: 18, v: 117, w: -1
u: 118, v: 132, w: 63
u: 90, v: 116, w: 37
u: 105, v: 50, w: -1
u: 127, v: 146, w: -1
u: 53, v: 85, w: 52
u: 166, v: 142, w: 61
u: 87, v: 59, w: 19
u: 152, v: 158, w: 83
u: 163, v: 17, w: 40
u: 77, v: 11, w: 28
u: 120, v: 72, w: 69
u: 36, v: 5, w: 39
u: 142, v: 138, w: 38
u: 129, v: 185, w: 70
u: 148, v: 102, w: 23
u: 79, v: 115, w: 88
u: 200, v: 140, w: 27
u: 126, v: 119, w: 95
u: 100, v: 3, w: 0
u: 135, v: 51, w: -1
u: 72, v: 96, w: 65
u: 136, v: 130, w: 45
u: 183, v: 124, w: 30
u: 66, v: 81, w: 91
u: 149, v: 15, w: -1
u: 169, v: 188, w: 50
u: 105, v: 9, w: -5
u: 21, v: 26, w: -3
u: 123, v: 45, w: -3
u: 18, v: 5, w: 12
u: 77, v: 178, w: 0
u: 5, v: 4, w: 21
u: 4, v: 162, w: 61
u: 198, v: 36, w: 88
u: 59, v: 63, w: -1
u: 167, v: 16, w: 41
u: 146, v: 2, w: 11
u: 28, v: 39, w: -5
u: 38, v: 78, w: 43
u: 1, v: 95, w: -4
u: 103, v: 190, w: 94
u: 22, v: 139, w: -2
u: 194, v: 177, w: -5
